employeeId,quizId,score,timeSpent,completed,name,email,role,team,department,title,learningMaterial,createdAt,learningMaterialTitle,rating,createdAt_x,createdBy,createdAt_y
205,6703af70d312dda4ba75f075,90.0,37.0,True,Mrs. Becky Tillman MD,pierre.ruecker@yahoo.com,employee,Tools,Kids,Iure carpo aestivus.,6703af57d312dda4ba75de7d,2024-10-07 09:52:48.713000+00:00,,,,,
216,6703af5ed312dda4ba75e08b,10.0,15.0,True,Evelyn Dibbert,jeff_crona@yahoo.com,employee,Health,Games,Delectus aeneus aequus cogo tersus aestas admoveo hic vicissitudo porro.,6703af5ad312dda4ba75df57,2024-10-07 09:52:30.463000+00:00,,,,,
113,6703af6ed312dda4ba75ee6b,81.0,64.0,False,Bradford Koelpin Sr.,cayla.roob7@hotmail.com,employee,Industrial,Electronics,Cribro sed curo.,6703af4dd312dda4ba75dba1,2024-10-07 09:52:46.425000+00:00,,,,,
206,6703af60d312dda4ba75e2ad,19.0,77.0,True,Carla Rempel,judah_schroeder64@gmail.com,employee,Health,Grocery,Dignissimos circumvenio thymum acidus cedo.,6703af57d312dda4ba75de5f,2024-10-07 09:52:32.757000+00:00,,,,,
74,6703af75d312dda4ba75f42f,36.0,96.0,False,Derrick Beahan,rosario_jenkins1@gmail.com,employee,Clothing,Toys,Reiciendis vilicus voluptatum ab canis advenio.,6703af4ed312dda4ba75dbed,2024-10-07 09:52:53.077000+00:00,,,,,
191,6703af78d312dda4ba75f783,21.0,117.0,True,Mr. Sam Franecki,bianka.zulauf@gmail.com,employee,Clothing,Sports,Corpus fuga beneficium minus eaque aestus cohibeo creptio acerbitas.,6703af43d312dda4ba75d8ed,2024-10-07 09:52:56.988000+00:00,,,,,
142,6703af60d312dda4ba75e20b,72.0,72.0,True,Dana Rowe-Anderson,fern40@yahoo.com,employee,Health,Health,Compono patruus comprehendo.,6703af4ed312dda4ba75dbd3,2024-10-07 09:52:32.086000+00:00,,,,,
66,6703af62d312dda4ba75e3f1,87.0,117.0,True,Guillermo Kihn,marcus96@hotmail.com,employee,Toys,Beauty,Tondeo eligendi sol vox xiphias aer.,6703af45d312dda4ba75d95b,2024-10-07 09:52:34.382000+00:00,,,,,
206,6703af76d312dda4ba75f5af,70.0,100.0,True,Carla Rempel,judah_schroeder64@gmail.com,employee,Health,Grocery,Sordeo adiuvo arcus condico consuasor tactus accendo incidunt appositus.,6703af47d312dda4ba75d9d9,2024-10-07 09:52:54.898000+00:00,,,,,
164,6703af78d312dda4ba75f71d,43.0,7.0,True,Jodi Gleichner Sr.,elda_littel@yahoo.com,employee,Music,Health,Capitulus terra alioqui agnosco vulnus denique despecto.,6703af49d312dda4ba75da85,2024-10-07 09:52:56.536000+00:00,,,,,
181,6703af6cd312dda4ba75ec67,61.0,58.0,False,Clay Bauch,henry_hoppe@gmail.com,employee,Tools,Music,Atrocitas vulticulus utpote vociferor tumultus succedo cognomen suffoco.,6703af54d312dda4ba75dd53,2024-10-07 09:52:44.173000+00:00,,,,,
212,6703af79d312dda4ba75f7b9,97.0,16.0,True,Olivia Daniel,alexa18@hotmail.com,employee,Movies,Grocery,Crux subito ter amicitia acceptus.,6703af4cd312dda4ba75db67,2024-10-07 09:52:57.231000+00:00,,,,,
166,6703af65d312dda4ba75e6d9,9.0,64.0,True,Joanna Waelchi,lester.macgyver82@gmail.com,employee,Beauty,Movies,Sollers stultus numquam demulceo caelum minima confugo.,6703af52d312dda4ba75dccd,2024-10-07 09:52:37.883000+00:00,,,,,
221,6703af60d312dda4ba75e25f,59.0,25.0,True,Dr. Dana Kessler,ivah_rempel56@yahoo.com,employee,Games,Music,Expedita copiose versus argumentum substantia.,6703af4cd312dda4ba75db69,2024-10-07 09:52:32.433000+00:00,,,,,
172,6703af71d312dda4ba75f0e7,10.0,85.0,True,Tyrone Hirthe DDS,beth32@yahoo.com,employee,Electronics,Health,Aequitas balbus calco.,6703af51d312dda4ba75dcb9,2024-10-07 09:52:49.242000+00:00,,,,,
97,6703af63d312dda4ba75e493,62.0,42.0,False,Sheila Hermiston,elinore.hauck22@hotmail.com,employee,Tools,Electronics,Tremo reiciendis vilicus nemo aduro dolor substantia culpo.,6703af5dd312dda4ba75e05b,2024-10-07 09:52:35.071000+00:00,,,,,
192,6703af76d312dda4ba75f519,72.0,24.0,True,Rebecca Bernhard,osbaldo.bradtke@gmail.com,employee,Clothing,Sports,Venio trans perspiciatis dens velum asporto.,6703af4dd312dda4ba75dba5,2024-10-07 09:52:54.153000+00:00,,,,,
47,6703af63d312dda4ba75e53b,85.0,65.0,False,Jody Ankunding,marvin.marvin@hotmail.com,employee,Health,Jewelry,Abutor confido corrumpo caries appositus sono tibi tamen asperiores nisi.,6703af4fd312dda4ba75dc25,2024-10-07 09:52:35.790000+00:00,,,,,
95,6703af71d312dda4ba75f165,97.0,107.0,True,Shari Dach,tremayne_white27@hotmail.com,employee,Clothing,Electronics,Considero paulatim somnus vitae.,6703af4cd312dda4ba75db6d,2024-10-07 09:52:49.887000+00:00,,,,,
75,6703af6ed312dda4ba75ee2f,60.0,97.0,False,Kim Bailey V,aniyah.stroman@gmail.com,employee,Grocery,Kids,Sollers deputo ter urbanus.,6703af52d312dda4ba75dcd9,2024-10-07 09:52:46.168000+00:00,,,,,
196,6703af72d312dda4ba75f1d1,68.0,16.0,True,Carl Upton,brycen38@hotmail.com,employee,Health,Grocery,Tabesco vulticulus esse suppellex tabula consectetur adeo adipisci exercitationem subnecto.,6703af54d312dda4ba75dd67,2024-10-07 09:52:50.401000+00:00,,,,,
246,6703af63d312dda4ba75e4bd,75.0,37.0,True,Essie Mayert,garett.legros65@yahoo.com,employee,Home,Books,Atqui crudelis trepide clibanus xiphias certus abundans vulgo admitto advoco.,6703af56d312dda4ba75ddf3,2024-10-07 09:52:35.243000+00:00,,,,,
238,6703af77d312dda4ba75f663,55.0,74.0,False,Terrell Ernser,odell.rutherford@yahoo.com,employee,Tools,Shoes,Crapula crudelis vomica unde temeritas.,6703af4cd312dda4ba75db6b,2024-10-07 09:52:55.712000+00:00,,,,,
118,6703af70d312dda4ba75efd3,28.0,25.0,False,Veronica Batz,fannie49@gmail.com,employee,Kids,Clothing,Sortitus cubicularis voluptatum videlicet expedita.,6703af57d312dda4ba75de63,2024-10-07 09:52:48.031000+00:00,,,,,
108,6703af66d312dda4ba75e7c9,82.0,107.0,False,Rex Tromp,jared.swaniawski@hotmail.com,employee,Outdoors,Industrial,Alii calamitas tandem.,6703af51d312dda4ba75dccb,2024-10-07 09:52:38.945000+00:00,,,,,
219,6703af75d312dda4ba75f459,95.0,70.0,True,Irving Deckow Jr.,vergie_mraz@yahoo.com,employee,Electronics,Toys,Textus quo deficio.,6703af5dd312dda4ba75e047,2024-10-07 09:52:53.261000+00:00,,,,,
206,6703af64d312dda4ba75e577,79.0,7.0,False,Carla Rempel,judah_schroeder64@gmail.com,employee,Health,Grocery,Totus arbustum admitto agnosco capitulus cedo ambulo vigilo.,6703af45d312dda4ba75d975,2024-10-07 09:52:36.063000+00:00,,,,,
82,6703af61d312dda4ba75e397,70.0,50.0,False,Leah Kassulke,marquis_bernhard@hotmail.com,employee,Grocery,Computers,Desolo admiratio veniam uberrime cavus.,6703af50d312dda4ba75dc7d,2024-10-07 09:52:33.991000+00:00,,,,,
244,6703af6fd312dda4ba75ef13,54.0,113.0,False,Roberto Funk,hettie_schuppe@gmail.com,employee,Baby,Books,Officiis animadverto patrocinor caelestis aer comedo caelestis.,6703af48d312dda4ba75da23,2024-10-07 09:52:47.199000+00:00,,,,,
42,6703af63d312dda4ba75e4cf,46.0,24.0,False,Mrs. Stacy Lemke,lexie_hirthe@yahoo.com,employee,Industrial,Home,Caecus ipsa amiculum admoveo maxime condico tactus debeo accusator decretum.,6703af54d312dda4ba75dd93,2024-10-07 09:52:35.317000+00:00,,,,,
73,6703af6dd312dda4ba75ede7,72.0,111.0,False,Timmy Bogisich,gabriella32@yahoo.com,employee,Industrial,Shoes,Aveho testimonium charisma crinis quidem.,6703af5ad312dda4ba75df65,2024-10-07 09:52:45.843000+00:00,,,,,
211,6703af75d312dda4ba75f423,57.0,37.0,False,Delores Stoltenberg,melvina.waelchi41@hotmail.com,employee,Jewelry,Home,Bos verbera altus tantillus cubo auditor enim confero.,6703af43d312dda4ba75d8e3,2024-10-07 09:52:53.028000+00:00,,,,,
204,6703af6cd312dda4ba75ecf7,70.0,23.0,False,Gregory Gutkowski III,juvenal_crooks@hotmail.com,employee,Shoes,Sports,Cunctatio ventito cunabula aspicio quisquam quas causa cimentarius tabella vallum.,6703af56d312dda4ba75de11,2024-10-07 09:52:44.794000+00:00,,,,,
35,6703af6ed312dda4ba75ee4d,13.0,32.0,True,Dr. Tommie Stanton,cesar.mueller@gmail.com,employee,Garden,Toys,Repellendus tondeo tamdiu trepide.,6703af57d312dda4ba75de4d,2024-10-07 09:52:46.291000+00:00,,,,,
232,6703af6bd312dda4ba75ec19,40.0,97.0,True,Brittany Torp,mia.koepp@hotmail.com,employee,Automotive,Baby,Trans nobis suadeo arceo teneo utilis tardus.,6703af5bd312dda4ba75df7f,2024-10-07 09:52:43.825000+00:00,,,,,
113,6703af6fd312dda4ba75ef8b,26.0,47.0,True,Bradford Koelpin Sr.,cayla.roob7@hotmail.com,employee,Industrial,Electronics,Conculco supra vilicus quidem cruentus minus.,6703af5bd312dda4ba75dfa1,2024-10-07 09:52:47.716000+00:00,,,,,
164,6703af6bd312dda4ba75eb8f,9.0,79.0,True,Jodi Gleichner Sr.,elda_littel@yahoo.com,employee,Music,Health,Reiciendis aegre defero similique terga decerno cunae tutamen vigilo campana.,6703af4cd312dda4ba75db57,2024-10-07 09:52:43.208000+00:00,,,,,
241,6703af69d312dda4ba75e9a3,47.0,36.0,True,Kim Reichert,pedro.schoen77@yahoo.com,employee,Movies,Movies,Atavus termes talus spectaculum.,6703af4bd312dda4ba75dadf,2024-10-07 09:52:41.040000+00:00,,,,,
90,6703af63d312dda4ba75e4d5,70.0,14.0,True,Geneva Jones Jr.,elinor_witting@gmail.com,employee,Games,Toys,Non barba crepusculum tondeo dolore crastinus.,6703af4bd312dda4ba75dadf,2024-10-07 09:52:35.341000+00:00,,,,,
32,6703af6dd312dda4ba75ed63,13.0,100.0,True,Ellen Hand,jazmyne.beatty@yahoo.com,employee,Grocery,Beauty,Paens considero laudantium centum.,6703af5ad312dda4ba75df3b,2024-10-07 09:52:45.277000+00:00,,,,,
194,6703af6bd312dda4ba75eb71,80.0,113.0,True,Santiago Kassulke,brendan.mclaughlin32@gmail.com,employee,Garden,Outdoors,Debilito argumentum accusamus tumultus.,6703af5bd312dda4ba75dfa7,2024-10-07 09:52:43.082000+00:00,,,,,
232,6703af73d312dda4ba75f303,86.0,69.0,True,Brittany Torp,mia.koepp@hotmail.com,employee,Automotive,Baby,Comprehendo conscendo terga quas accendo ademptio.,6703af4bd312dda4ba75daf7,2024-10-07 09:52:51.759000+00:00,,,,,
19,6703af63d312dda4ba75e553,32.0,3.0,False,Brendan Wyman,daphnee_mckenzie87@gmail.com,employee,Games,Electronics,Delibero capto ultio triumphus solutio constans cura.,6703af51d312dda4ba75dcc5,2024-10-07 09:52:35.904000+00:00,,,,,
204,6703af66d312dda4ba75e78d,13.0,109.0,False,Gregory Gutkowski III,juvenal_crooks@hotmail.com,employee,Shoes,Sports,Velut vitium demens pel.,6703af4ed312dda4ba75dbe1,2024-10-07 09:52:38.675000+00:00,,,,,
228,6703af61d312dda4ba75e379,80.0,1.0,True,Stacy Mann,dorian.ernser@gmail.com,employee,Garden,Kids,Ciminatio complectus ancilla contigo tempore unus teres pauper.,6703af48d312dda4ba75da1b,2024-10-07 09:52:33.627000+00:00,,,,,
72,6703af71d312dda4ba75f0e1,96.0,97.0,True,Dr. Belinda Kunze,judge.bahringer@yahoo.com,employee,Movies,Movies,Triumphus casso admiratio attero.,6703af57d312dda4ba75de5b,2024-10-07 09:52:49.217000+00:00,,,,,
142,6703af70d312dda4ba75f0ab,64.0,64.0,False,Dana Rowe-Anderson,fern40@yahoo.com,employee,Health,Health,Volup suus amicitia.,6703af4bd312dda4ba75db1d,2024-10-07 09:52:48.968000+00:00,,,,,
168,6703af71d312dda4ba75f0e1,70.0,57.0,False,Dr. Curtis Beer,michale_grimes@yahoo.com,employee,Grocery,Health,Triumphus casso admiratio attero.,6703af57d312dda4ba75de5b,2024-10-07 09:52:49.217000+00:00,,,,,
76,6703af6ed312dda4ba75eedd,28.0,71.0,False,Courtney Jacobson,skylar24@gmail.com,employee,Automotive,Sports,Coerceo accendo clementia deduco vomer doloremque casso audio aeneus.,6703af53d312dda4ba75dd29,2024-10-07 09:52:46.944000+00:00,,,,,
178,6703af71d312dda4ba75f0ff,10.0,104.0,False,Kristin McGlynn,leon34@hotmail.com,employee,Sports,Music,Voluptatibus vis adficio crux condico sufficio turpis.,6703af55d312dda4ba75dda5,2024-10-07 09:52:49.397000+00:00,,,,,
127,6703af66d312dda4ba75e7d5,15.0,82.0,True,Rachel Goldner,desmond.bayer@yahoo.com,employee,Games,Music,Corroboro capillus vulpes tollo adnuo.,6703af58d312dda4ba75ded7,2024-10-07 09:52:38.997000+00:00,,,,,
186,6703af64d312dda4ba75e589,62.0,15.0,True,Terry Collins,chloe_davis@yahoo.com,employee,Movies,Jewelry,Volo fugiat toties cibus vallum sodalitas denuncio adflicto suppono dapifer.,6703af58d312dda4ba75ded7,2024-10-07 09:52:36.138000+00:00,,,,,
32,6703af71d312dda4ba75f0e1,65.0,116.0,True,Ellen Hand,jazmyne.beatty@yahoo.com,employee,Grocery,Beauty,Triumphus casso admiratio attero.,6703af57d312dda4ba75de5b,2024-10-07 09:52:49.217000+00:00,,,,,
86,6703af63d312dda4ba75e493,73.0,27.0,False,Forrest Nicolas,agustina.friesen29@hotmail.com,employee,Industrial,Clothing,Tremo reiciendis vilicus nemo aduro dolor substantia culpo.,6703af5dd312dda4ba75e05b,2024-10-07 09:52:35.071000+00:00,,,,,
26,6703af6ad312dda4ba75eaf3,46.0,82.0,True,Muriel Runolfsdottir,karine_fahey69@hotmail.com,employee,Books,Outdoors,Thermae cerno tantum suadeo cohibeo derelinquo casso viduo.,6703af54d312dda4ba75dd87,2024-10-07 09:52:42.518000+00:00,,,,,
35,6703af6fd312dda4ba75ef6d,86.0,108.0,False,Dr. Tommie Stanton,cesar.mueller@gmail.com,employee,Garden,Toys,Thema adinventitias curvo casus arguo triduana curis contra stipes abundans.,6703af4cd312dda4ba75db5d,2024-10-07 09:52:47.589000+00:00,,,,,
14,6703af60d312dda4ba75e211,0.0,100.0,False,Lula Harris,alanis_kirlin@yahoo.com,employee,Electronics,Sports,Aperiam bardus ultra commodo nam tersus deprecator.,6703af5dd312dda4ba75e035,2024-10-07 09:52:32.110000+00:00,,,,,
211,6703af60d312dda4ba75e289,19.0,98.0,True,Delores Stoltenberg,melvina.waelchi41@hotmail.com,employee,Jewelry,Home,Cresco virgo dolores ara doloremque.,6703af5cd312dda4ba75e013,2024-10-07 09:52:32.599000+00:00,,,,,
117,6703af64d312dda4ba75e61f,83.0,43.0,False,Diana Pollich Jr.,keegan_beier@yahoo.com,employee,Grocery,Clothing,Vigor acervus agnosco denique dicta nostrum calcar laborum ultio.,6703af5cd312dda4ba75e00b,2024-10-07 09:52:36.816000+00:00,,,,,
37,6703af72d312dda4ba75f24f,75.0,105.0,True,Dr. John Treutel,jenifer.gottlieb1@hotmail.com,employee,Music,Outdoors,Tracto nam ultio vaco corrigo suffragium verto totidem.,6703af53d312dda4ba75dd2b,2024-10-07 09:52:50.991000+00:00,,,,,
124,6703af76d312dda4ba75f52b,54.0,82.0,False,Elizabeth Waelchi,kathleen13@yahoo.com,employee,Movies,Shoes,Ciminatio calculus cauda coruscus desparatus atavus.,6703af4ad312dda4ba75dacd,2024-10-07 09:52:54.232000+00:00,,,,,
235,6703af74d312dda4ba75f3e1,29.0,89.0,True,Diane Kovacek,juvenal49@yahoo.com,employee,Music,Beauty,Talio admiratio paulatim spero delicate capio timidus tripudio.,6703af5ed312dda4ba75e073,2024-10-07 09:52:52.727000+00:00,,,,,
193,6703af65d312dda4ba75e655,3.0,105.0,False,Geraldine Waters-Brakus,shaniya_okeefe29@hotmail.com,employee,Automotive,Jewelry,Arbor abutor quis virgo assentator sumo caveo considero.,6703af4fd312dda4ba75dc23,2024-10-07 09:52:37.054000+00:00,,,,,
248,6703af72d312dda4ba75f1d1,12.0,1.0,False,Bryan Fahey,margie74@yahoo.com,employee,Tools,Toys,Tabesco vulticulus esse suppellex tabula consectetur adeo adipisci exercitationem subnecto.,6703af54d312dda4ba75dd67,2024-10-07 09:52:50.401000+00:00,,,,,
27,6703af6bd312dda4ba75ec0d,9.0,70.0,True,Jeffrey Schimmel,chelsie_hoppe@hotmail.com,employee,Health,Music,Acer advenio acceptus coma aqua.,6703af53d312dda4ba75dd0b,2024-10-07 09:52:43.770000+00:00,,,,,
138,6703af6cd312dda4ba75ec5b,47.0,119.0,False,Lynette Thiel,virginie_olson@gmail.com,employee,Sports,Automotive,Thema conturbo textilis distinctio decretum vilis.,6703af4ad312dda4ba75dabb,2024-10-07 09:52:44.121000+00:00,,,,,
200,6703af61d312dda4ba75e355,45.0,81.0,True,Jose Wisozk,karl.jones@gmail.com,employee,Beauty,Baby,Callide subnecto subito denego decens temptatio cursim sponte audax.,6703af43d312dda4ba75d8f1,2024-10-07 09:52:33.469000+00:00,,,,,
209,6703af66d312dda4ba75e6f7,85.0,93.0,False,Jacqueline Cronin,damaris_davis@gmail.com,employee,Home,Health,Advoco culpo patria corona venustas quas amoveo crepusculum depono.,6703af4bd312dda4ba75daed,2024-10-07 09:52:38.023000+00:00,,,,,
43,6703af76d312dda4ba75f57f,13.0,78.0,True,Heather Luettgen,lynn95@gmail.com,employee,Music,Baby,Adhaero casus depromo auctor utrum titulus decens vox sed.,6703af4cd312dda4ba75db2f,2024-10-07 09:52:54.666000+00:00,,,,,
33,6703af65d312dda4ba75e691,48.0,44.0,True,Dave Dooley,anne_okuneva30@gmail.com,employee,Clothing,Outdoors,Crastinus error admoneo suffragium asporto amplexus commodo absorbeo.,6703af49d312dda4ba75da73,2024-10-07 09:52:37.314000+00:00,,,,,
36,6703af63d312dda4ba75e547,39.0,101.0,True,Myrtle Zemlak,maurine71@hotmail.com,employee,Toys,Movies,Autus ater velum verbum numquam vir paulatim defleo deleniti desolo.,6703af4cd312dda4ba75db39,2024-10-07 09:52:35.846000+00:00,,,,,
63,6703af63d312dda4ba75e4f9,82.0,76.0,True,Marvin Rogahn,vida22@gmail.com,employee,Kids,Industrial,Qui artificiose vulgaris vicissitudo.,6703af43d312dda4ba75d8cb,2024-10-07 09:52:35.501000+00:00,,,,,
113,6703af70d312dda4ba75f051,46.0,81.0,True,Bradford Koelpin Sr.,cayla.roob7@hotmail.com,employee,Industrial,Electronics,Creta aestus cursim.,6703af5ed312dda4ba75e075,2024-10-07 09:52:48.563000+00:00,,,,,
249,6703af65d312dda4ba75e6df,95.0,17.0,False,May Nitzsche,gunner.kutch@yahoo.com,employee,Sports,Garden,Corrigo universe deporto.,6703af4cd312dda4ba75db77,2024-10-07 09:52:37.911000+00:00,,,,,
173,6703af6dd312dda4ba75edb1,2.0,55.0,True,Mrs. Holly Deckow,bart.cassin-pouros@gmail.com,employee,Industrial,Baby,Vilis veniam clementia arma triduana temptatio.,6703af50d312dda4ba75dc4b,2024-10-07 09:52:45.607000+00:00,,,,,
46,6703af70d312dda4ba75f04b,1.0,72.0,False,Elijah Nienow,walter.mayer7@yahoo.com,employee,Baby,Industrial,Amplexus aegrotatio doloribus subiungo suggero demoror damnatio ulterius.,6703af5cd312dda4ba75dfdd,2024-10-07 09:52:48.537000+00:00,,,,,
144,6703af5fd312dda4ba75e1e7,40.0,16.0,True,Helen Ferry,derick.champlin@hotmail.com,employee,Jewelry,Shoes,Summopere corporis viridis totus volaticus demergo vitae minima congregatio contego.,6703af5dd312dda4ba75e03d,2024-10-07 09:52:31.935000+00:00,,,,,
197,6703af6ed312dda4ba75ee17,87.0,110.0,False,Stanley Herman,humberto1@gmail.com,employee,Kids,Kids,Crepusculum catena atavus cuius sophismata derideo titulus tersus.,6703af4cd312dda4ba75db61,2024-10-07 09:52:46.060000+00:00,,,,,
50,6703af61d312dda4ba75e355,65.0,44.0,False,Emanuel Ward PhD,juliet56@gmail.com,employee,Clothing,Computers,Callide subnecto subito denego decens temptatio cursim sponte audax.,6703af43d312dda4ba75d8f1,2024-10-07 09:52:33.469000+00:00,,,,,
48,6703af69d312dda4ba75e9c7,19.0,33.0,True,Nichole Ferry,jaiden12@gmail.com,employee,Computers,Sports,Tamisium voveo vehemens viduo quos.,6703af59d312dda4ba75df11,2024-10-07 09:52:41.197000+00:00,,,,,
134,6703af63d312dda4ba75e54d,87.0,92.0,False,Darrin Tremblay,hester.bogisich@yahoo.com,employee,Kids,Tools,Curto basium degero sequi aliquam usitas ambulo amicitia terebro.,6703af49d312dda4ba75da9f,2024-10-07 09:52:35.876000+00:00,,,,,
172,6703af70d312dda4ba75f05d,1.0,48.0,False,Tyrone Hirthe DDS,beth32@yahoo.com,employee,Electronics,Health,Delectus pariatur basium earum velociter ambitus nihil corpus adfectus.,6703af47d312dda4ba75d9cd,2024-10-07 09:52:48.613000+00:00,,,,,
214,6703af6bd312dda4ba75ec25,98.0,53.0,True,Daisy O'Hara,tressa65@yahoo.com,employee,Garden,Home,Baiulus laudantium cruciamentum.,6703af4ad312dda4ba75dab5,2024-10-07 09:52:43.879000+00:00,,,,,
159,6703af6dd312dda4ba75ed99,46.0,81.0,False,Ms. Anita Pacocha,aylin_schumm38@gmail.com,employee,Automotive,Health,Veniam terreo curto advoco solvo certe supra terminatio adhuc.,6703af5cd312dda4ba75dfcd,2024-10-07 09:52:45.503000+00:00,,,,,
191,6703af6ed312dda4ba75eea1,88.0,24.0,False,Mr. Sam Franecki,bianka.zulauf@gmail.com,employee,Clothing,Sports,Nobis conforto earum.,6703af5ad312dda4ba75df41,2024-10-07 09:52:46.675000+00:00,,,,,
